State,Region,Division,County,FIPS,GEOID,SMS Region,Year,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Excessive drinking,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Diabetic screening,Mammography screening,High school graduation,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
FL,South,South Atlantic,Okeechobee County,12093,012093,Region 15,1/1/2014,9881,0.243,3.9,3.4,0.09,0.199,0.317,5.417,0.308,0.579,0.122,0.388,463.4,75.8,0.293,50,31,45,118.39,0.78,0.6,0.62,0.329,0.102,0.379,,0.463,,560.04,106.8,10.59,0.524,0.217,0.714,0.312,39467,0.076,0.365,0.103,383.2,471.7,5.7,72.8,0.177,0.215,33.91,24.17,0.359,0.144,13967,0.182,56,34742,0.628,5.41,0.221
FL,South,South Atlantic,Okeechobee County,12093,012093,Region 15,1/1/2015,8728,0.243,3.9,3.4,0.09,0.199,0.337,5.1,0.319,0.452,0.122,0.365,359.8,71.8,0.293,46,36,64,120.06,0.81,0.64,0.59,0.32,0.087,0.37,4.841,0.467,7.601,516.4,92.7,10.59,0.059,0.235,0.73,0.309,39330,0.083,0.365,0.111,383.2,451.2,6.4,54.9,0.176,0.215,25.09,26.53,0.361,0.133,13855,0.182,61,35954,0.671,4.8,
FL,South,South Atlantic,Orange County,12095,012095,Region 15,1/1/2014,6647,0.153,3.3,3.2,0.09,0.151,0.257,6.989,0.236,0.792,0.16,0.315,519.7,37,0.245,75,42,137,71.84,0.84,0.63,0.71,0.652,0.083,0.271,,0.382,,793.46,54.4,10.9,0.004,0.232,0.804,0.383,1202234,0.06,0.02,0.09,772.3,322.3,7.8,66.3,0.178,0.061,14.15,10.82,0.289,0.129,11552,0.177,69,45565,0.502,8.31,0.201
FL,South,South Atlantic,Orange County,12095,012095,Region 15,1/1/2015,6251,0.153,3.3,3.2,0.09,0.151,0.252,6.8,0.234,0.978,0.16,0.294,529.1,34.6,0.244,78,44,169,65.29,0.84,0.62,0.74,0.657,0.068,0.26,4.502,0.386,7.22,729.69,52.8,10.9,0.004,0.246,0.8,0.384,1225267,0.06,0.02,0.089,772.3,312.2,7.7,58.9,0.169,0.061,12.27,11.57,0.293,0.111,11466,0.177,78,46675,0.473,7.9,
FL,South,South Atlantic,Osceola County,12097,012097,Region 15,1/1/2014,6565,0.197,4.2,3.5,0.08,0.213,0.29,7.151,0.269,0.553,0.125,0.254,382,42.8,0.264,45,30,79,99.42,0.83,0.55,0.76,0.542,0.093,0.284,,0.384,,598.47,50.8,10.69,0.186,0.253,0.794,0.523,287416,0.096,0.078,0.095,349.4,315.5,8,64.9,0.161,0.078,18.26,9.39,0.321,0.132,11858,0.205,37,42743,0.539,5.13,0.247
FL,South,South Atlantic,Osceola County,12097,012097,Region 15,1/1/2015,6020,0.197,4.2,3.5,0.08,0.213,0.292,7.1,0.265,0.903,0.125,0.259,413.3,40.5,0.249,47,28,101,82.51,0.82,0.57,0.78,0.533,0.075,0.32,3.812,0.381,4.801,568.84,48.1,10.69,0.4,0.258,0.797,0.535,298504,0.096,0.078,0.098,349.4,306.8,7.8,52.2,0.147,0.078,15.26,10.73,0.307,0.112,11446,0.205,43,41592,0.573,4.7,
FL,South,South Atlantic,Palm Beach County,12099,012099,Region 15,1/1/2014,6874,0.124,3.3,3.4,0.09,0.141,0.224,7.435,0.226,0.871,0.151,0.302,272.8,32.2,0.254,78,65,136,50.85,0.86,0.73,0.74,0.614,0.088,0.227,,0.373,,550.49,73.8,10.6,0.004,0.243,0.789,0.334,1356545,0.065,0.01,0.095,672.8,298.2,6.6,56.2,0.162,0.049,15.13,18.72,0.296,0.143,11608,0.136,57,51217,0.457,7.13,0.192
FL,South,South Atlantic,Palm Beach County,12099,012099,Region 15,1/1/2015,6164,0.124,3.3,3.4,0.09,0.141,0.224,7.3,0.222,0.979,0.151,0.312,290.3,30,0.254,77,69,167,49.16,0.86,0.73,0.77,0.615,0.073,0.227,4.875,0.372,6.31,502.88,68.3,10.6,0.056,0.247,0.786,0.332,1372171,0.065,0.01,0.093,672.8,279.4,6.1,47.8,0.154,0.049,13.61,18.08,0.298,0.133,11461,0.136,65,51768,0.472,7.9,
FL,South,South Atlantic,Pasco County,12101,012101,Region 15,1/1/2014,8716,0.188,4.6,4.9,0.08,0.259,0.285,7.346,0.294,0.756,0.197,0.235,224.5,36.4,0.21,53,29,55,71.08,0.87,0.69,0.71,0.614,0.099,0.187,,0.275,,339.39,98,11.09,0.024,0.17,0.811,0.478,470391,0.021,0.095,0.112,162.2,402.8,7,52.9,0.154,0.073,19.77,28.69,0.252,0.099,11435,0.192,43,42695,0.442,4.93,0.2
FL,South,South Atlantic,Pasco County,12101,012101,Region 15,1/1/2015,8323,0.188,4.6,4.9,0.08,0.259,0.286,7.2,0.278,0.933,0.197,0.233,217.1,34.8,0.207,56,30,66,69.51,0.87,0.68,0.77,0.618,0.081,0.192,4.308,0.299,6.123,325.37,95.5,11.09,0.019,0.174,0.813,0.48,475502,0.022,0.095,0.117,162.2,398.1,6.9,42.7,0.148,0.073,18.3,30.57,0.252,0.087,11459,0.192,50,45454,0.48,4.7,
FL,South,South Atlantic,Pinellas County,12103,012103,Region 15,1/1/2014,8617,0.139,3.7,4,0.09,0.2,0.238,7.488,0.199,0.951,0.173,0.305,421.6,36.8,0.23,88,61,137,60.64,0.86,0.67,0.65,0.625,0.085,0.214,,0.407,,676.14,91,11.03,0.003,0.194,0.805,0.31,921319,0.026,0.003,0.11,422.9,386.4,7.7,67.2,0.159,0.05,13.92,25.45,0.266,0.11,11547,0.145,73,44819,0.427,5.47,0.206
FL,South,South Atlantic,Pinellas County,12103,012103,Region 15,1/1/2015,8025,0.139,3.7,4,0.09,0.2,0.24,7.2,0.203,0.996,0.173,0.3,413.9,35.6,0.217,87,63,172,56,0.86,0.67,0.72,0.628,0.071,0.236,4.548,0.405,7.457,604.61,93.7,11.03,0.057,0.199,0.807,0.313,929048,0.026,0.003,0.114,422.9,374.9,8.1,56.4,0.157,0.05,12.99,27.34,0.252,0.1,11516,0.145,81,43773,0.472,5.8,
FL,South,South Atlantic,Polk County,12105,012105,Region 15,1/1/2014,7926,0.206,4,3.7,0.08,0.195,0.321,6.617,0.257,0.562,0.143,0.256,398.7,54.9,0.234,48,26,54,79.72,0.86,0.67,0.66,0.476,0.098,0.275,,0.381,,426.6,71.3,10.8,0.03,0.184,0.81,0.347,616158,0.046,0.135,0.122,334.1,376.7,8.1,69.4,0.173,0.107,22.39,14.48,0.28,0.124,10915,0.211,44,41337,0.583,5.42,0.264
FL,South,South Atlantic,Polk County,12105,012105,Region 15,1/1/2015,7523,0.206,4,3.7,0.08,0.195,0.307,6.4,0.255,0.817,0.143,0.275,397.5,51.4,0.232,49,28,67,75.25,0.86,0.67,0.68,0.49,0.082,0.294,4.144,0.391,8.634,389,69.1,10.8,0.003,0.191,0.812,0.35,623009,0.047,0.135,0.124,334.1,364.6,7.9,62.6,0.167,0.107,19.26,15.71,0.28,0.116,10978,0.211,49,42447,0.593,6.3,
FL,South,South Atlantic,Putnam County,12107,012107,Region 15,1/1/2014,11114,0.272,4.6,5.7,0.1,0.274,0.338,6.04,0.337,0.548,0.144,0.455,410.6,71.7,0.234,39,29,41,92.4,0.79,0.64,0.63,0.343,0.112,0.417,,0.497,,960.99,102.8,11.52,0.028,0.174,0.819,0.391,73263,0.016,0.562,0.147,390,506,11.1,76.9,0.192,0.126,29.6,13.07,0.28,0.119,10899,0.201,37,33593,0.726,7.69,0.229
FL,South,South Atlantic,Putnam County,12107,012107,Region 15,1/1/2015,11232,0.272,4.6,5.7,0.1,0.274,0.331,5.6,0.333,0.63,0.144,0.444,461.4,68.4,0.237,35,29,50,79.42,0.79,0.64,0.59,0.357,0.094,0.428,4.898,0.518,11.056,820.31,99.7,11.52,0.05,0.182,0.809,0.408,72577,0.017,0.562,0.145,390,514.1,10.2,70.5,0.193,0.126,29.18,15.55,0.286,0.111,11263,0.201,39,32852,0.697,8.1,
FL,South,South Atlantic,Santa Rosa County,12113,012113,Region 16,1/1/2014,6943,0.121,4.1,3.1,0.08,0.237,0.28,7.438,0.247,0.526,0.172,0.365,233.6,33.4,0.184,65,23,43,74.81,0.79,0.66,0.78,0.655,0.077,0.18,,0.263,,157.81,67,12.91,0.088,0.14,0.814,0.404,158512,0.009,0.21,0.104,145.9,357.7,6.5,47,0.134,0.103,16.62,16.72,0.217,0.104,10463,0.159,35,59854,0.345,2.56,0.139
FL,South,South Atlantic,Santa Rosa County,12113,012113,Region 16,1/1/2015,6902,0.121,4.1,3.1,0.08,0.237,0.282,7.1,0.243,0.816,0.172,0.392,248.6,32.8,0.168,63,24,50,70.93,0.81,0.65,0.77,0.658,0.066,0.177,3.839,0.25,7.823,158.35,65.3,12.91,0.04,0.141,0.824,0.403,161096,0.008,0.21,0.101,145.9,361.1,6,40.1,0.138,0.103,15.6,15.6,0.199,0.09,10749,0.159,40,54876,0.341,2.6,
FL,South,South Atlantic,Sarasota County,12115,012115,Region 15,1/1/2014,7158,0.121,3.2,4.1,0.07,0.19,0.202,7.65,0.192,0.792,0.172,0.3,256.9,30.4,0.229,77,68,141,35.73,0.87,0.76,0.71,0.575,0.086,0.215,,0.352,,387.38,78.8,10.63,0.021,0.207,0.814,0.269,386147,0.021,0.043,0.102,228.7,300.9,4.2,41.7,0.143,0.065,14,20.6,0.261,0.126,9706,0.15,61,48239,0.408,3.72,0.169
FL,South,South Atlantic,Sarasota County,12115,012115,Region 15,1/1/2015,6784,0.121,3.2,4.1,0.07,0.19,0.206,7.4,0.197,0.953,0.172,0.337,257.4,28.9,0.226,79,69,167,32.51,0.87,0.75,0.78,0.58,0.07,0.204,4.367,0.344,9.66,360.49,80.5,10.63,0,0.211,0.822,0.27,390429,0.021,0.043,0.103,228.7,295.9,4.6,42.4,0.141,0.065,12.19,21.22,0.262,0.107,9729,0.15,67,48717,0.419,5.4,
FL,South,South Atlantic,Seminole County,12117,012117,Region 15,1/1/2014,6058,0.129,2.9,3,0.08,0.183,0.249,7.583,0.208,0.863,0.203,0.293,352.2,23.9,0.201,76,51,117,70.32,0.86,0.64,0.79,0.705,0.078,0.165,,0.306,,379.8,48.9,10.99,0.059,0.185,0.843,0.391,430838,0.023,0.032,0.107,256,295.2,6.4,49.7,0.143,0.071,11.15,12.85,0.234,0.11,11307,0.147,47,54901,0.334,4.54,0.198
FL,South,South Atlantic,Seminole County,12117,012117,Region 15,1/1/2015,5802,0.129,2.9,3,0.08,0.183,0.253,7.4,0.207,0.99,0.203,0.284,335.2,22.6,0.198,74,53,145,66.84,0.86,0.64,0.8,0.719,0.064,0.173,4.137,0.314,6.754,354.74,51.6,10.99,0.059,0.192,0.841,0.394,436041,0.023,0.032,0.11,256,279.3,6.7,48.2,0.138,0.071,9.76,13.67,0.23,0.108,11449,0.147,48,55195,0.365,4.7,
FL,South,South Atlantic,St. Johns County,12109,012109,Region 15,1/1/2014,5975,0.116,3,3.3,0.07,0.136,0.226,8.065,0.18,0.678,0.208,0.352,182.3,21.3,0.154,85,45,107,64.11,0.85,0.73,0.852,0.751,0.069,0.117,,0.229,,315.96,55.1,11.65,0.096,0.177,0.81,0.405,202188,0.008,0.238,0.082,158.2,285.7,5.8,43.4,0.126,0.057,15.24,7.83,0.178,0.094,10251,0.098,40,62112,0.195,3.21,0.135
FL,South,South Atlantic,St. Johns County,12109,012109,Region 15,1/1/2015,5407,0.116,3,3.3,0.07,0.136,0.23,7.8,0.171,0.971,0.208,0.284,210.7,19.8,0.146,87,49,120,54.39,0.87,0.73,0.847,0.755,0.056,0.117,4.658,0.227,6.825,308.35,58.2,11.65,0.036,0.18,0.812,0.407,209647,0.007,0.238,0.081,158.2,269.3,5.4,31.2,0.127,0.057,14.08,9,0.174,0.076,10280,0.098,44,66312,0.207,3.5,
FL,South,South Atlantic,St. Lucie County,12111,012111,Region 15,1/1/2014,7407,0.177,4.2,4.1,0.08,0.161,0.287,6.467,0.261,0.629,0.13,0.26,347.4,43.9,0.27,38,34,94,53.39,0.84,0.68,0.65,0.52,0.111,0.286,,0.389,,418.26,69.5,10.55,0.001,0.229,0.815,0.387,283866,0.037,0.034,0.131,630.1,345.5,6.8,57,0.18,0.108,16.34,16.06,0.324,0.134,10843,0.196,41,41934,0.531,4.62,0.254
FL,South,South Atlantic,St. Lucie County,12111,012111,Region 15,1/1/2015,7151,0.177,4.2,4.1,0.09,0.161,0.298,6.3,0.247,0.922,0.13,0.233,336.4,40.9,0.25,39,35,114,55.05,0.85,0.69,0.71,0.526,0.097,0.286,4.348,0.415,5.355,400.68,68.8,10.55,0,0.238,0.812,0.386,286832,0.036,0.034,0.134,630.1,338.9,7,49.9,0.173,0.108,13.76,16.63,0.298,0.126,10891,0.196,50,42825,0.57,5.7,
FL,South,South Atlantic,Sumter County,12119,012119,Region 15,1/1/2014,7955,0.148,3.6,3.6,0.09,0.13,0.281,8.464,0.216,0.35,0.107,0.278,226.1,70.6,0.182,17,24,29,53.18,0.88,0.82,0.75,0.347,0.074,0.342,,0.36,,223.37,68.3,11.17,0.004,0.14,0.731,0.317,101620,0.016,0.35,0.138,205.4,311.1,9.4,82.2,0.122,0.027,17.78,6.58,0.201,0.107,10483,0.092,29,47017,0.501,2.67,0.186
FL,South,South Atlantic,Sumter County,12119,012119,Region 15,1/1/2015,7493,0.148,3.6,3.6,0.09,0.13,0.289,8.1,0.201,0.778,0.107,0.263,212.6,70.2,0.191,19,27,39,50.76,0.89,0.83,0.78,0.373,0.059,0.335,3.758,0.347,5.708,189.6,80.4,11.17,0,0.131,0.746,0.331,107056,0.016,0.35,0.145,205.4,302,7.1,79.5,0.126,0.027,15.12,7.16,0.211,0.107,10874,0.092,35,52670,0.517,4.2,
FL,South,South Atlantic,Suwannee County,12121,012121,Region 15,1/1/2014,9818,0.23,5.2,4.6,0.08,0.244,0.31,7.075,0.3,0.257,0.136,0.333,405,64.6,0.238,17,15,15,84.14,0.85,0.59,0.54,0.402,0.077,0.414,,0.379,,490.77,96.3,11.89,0,0.141,0.751,0.354,43656,0.039,0.832,0.124,218.6,473.3,9.7,97.1,0.162,0.084,31.46,13.94,0.283,0.132,9312,0.2,34,34434,0.586,5.01,0.247
FL,South,South Atlantic,Suwannee County,12121,012121,Region 15,1/1/2015,8926,0.23,5.2,4.6,0.08,0.244,0.316,6.6,0.288,0.517,0.136,0.397,396.3,61,0.237,21,18,25,88.4,0.84,0.59,0.59,0.381,0.066,0.375,4.405,0.417,11.453,419.93,99.4,11.89,0,0.154,0.752,0.336,43734,0.034,0.832,0.127,218.6,456.7,9.9,76.1,0.168,0.084,29.41,15.91,0.286,0.119,9758,0.2,43,35666,0.61,6.1,
FL,South,South Atlantic,Taylor County,12123,012123,Region 15,1/1/2014,9369,0.24,5.6,4.8,0.1,0.291,0.359,6.76,0.314,0.191,0.138,0.452,308.5,71.4,0.202,35,42,4,66.56,0.86,0.57,0.61,0.369,0.093,0.322,,0.486,,806.5,84.5,11.84,0.565,0.129,0.817,0.204,22744,0.006,0.693,0.13,498.3,452.7,,110.5,0.169,0.101,25.23,10.62,0.244,0.095,9189,0.199,44,36257,0.623,9.3,0.242
FL,South,South Atlantic,Taylor County,12123,012123,Region 15,1/1/2015,8926,0.24,5.6,4.8,0.1,0.291,0.365,6.3,0.32,0.605,0.138,0.419,532,69.6,0.193,48,48,18,59.17,0.86,0.61,0.625,0.377,0.082,0.329,4.262,0.492,14.949,689.56,82.4,11.84,0.113,0.117,0.8,0.199,22857,0.006,0.693,0.137,498.3,451.7,11.3,96,0.174,0.101,21.87,9.65,0.234,0.09,9394,0.199,53,38370,0.653,9,
FL,South,South Atlantic,Union County,12125,012125,Region 15,1/1/2014,16608,0.215,4.6,4.1,0.09,0.273,0.38,6.747,0.311,0.204,0.145,0.333,935.8,67,0.197,19,15,30,128.42,0.73,0.53,0.725,0.394,0.073,0.267,,0.318,,275.34,79.3,11.83,0.195,0.099,0.869,0.386,15212,0.005,0.674,0.138,3439.9,883.5,,,0.172,0.096,30.13,,0.236,0.115,11519,0.214,33,39486,0.513,,0.227
FL,South,South Atlantic,Union County,12125,012125,Region 15,1/1/2015,14544,0.215,4.6,4.1,0.09,0.273,0.379,6.3,0.303,0.401,0.145,0.222,729.7,68.6,0.195,33,20,46,102.22,0.82,0.5,0.725,0.389,0.061,0.27,3.812,0.349,5.259,277.3,73.8,11.83,0,0.109,0.862,0.351,15136,0.006,0.674,0.133,3439.9,780.6,,,0.178,0.096,28.84,10.23,0.239,0.101,10531,0.214,33,40841,,,
FL,South,South Atlantic,Volusia County,12127,012127,Region 15,1/1/2014,8975,0.209,4.5,4.9,0.08,0.224,0.258,7.032,0.257,0.718,0.167,0.3,297.9,38.3,0.223,66,42,86,54.7,0.85,0.69,0.62,0.608,0.088,0.321,,0.366,,534.68,81.5,11.15,0.075,0.193,0.824,0.338,496950,0.017,0.099,0.119,310.7,404.9,6.9,65.6,0.159,0.094,22.13,18.56,0.26,0.114,10127,0.191,40,40114,0.479,4.91,0.232
FL,South,South Atlantic,Volusia County,12127,012127,Region 15,1/1/2015,8625,0.209,4.5,4.9,0.08,0.224,0.273,6.8,0.269,0.909,0.167,0.281,334.4,36.6,0.212,66,44,113,52.55,0.85,0.7,0.67,0.582,0.073,0.253,4.374,0.383,8.069,494.43,85.2,11.15,0.267,0.197,0.821,0.335,500800,0.016,0.099,0.126,310.7,402.8,6.9,53.6,0.156,0.094,19.24,18.86,0.247,0.106,10099,0.191,46,40908,0.492,5.5,
FL,South,South Atlantic,Wakulla County,12129,012129,Region 15,1/1/2014,7445,0.187,4.1,4.4,0.09,0.248,0.362,8.467,0.277,0.713,0.214,0.469,458.4,34,0.18,29,15,32,67.33,0.8,0.61,0.75,0.483,0.071,0.228,,0.327,,321.83,62.7,11.99,0,0.142,0.814,0.552,30818,0.003,0.617,0.107,250.1,374.2,9.5,61.6,0.134,0.003,20.57,11.04,0.213,0.102,10081,0.157,26,46773,0.395,5.02,0.2
FL,South,South Atlantic,Wakulla County,12129,012129,Region 15,1/1/2015,7411,0.187,4.1,4.4,0.09,0.248,0.371,8,0.275,0.783,0.214,0.4,353.7,31.6,0.171,29,16,45,56.29,0.85,0.54,0.7,0.505,0.059,0.222,4.033,0.37,9.086,288.09,78.8,11.99,0,0.15,0.834,0.563,31022,0.005,0.617,0.117,250.1,383.1,,47.4,0.145,0.003,22.53,9.59,0.203,0.092,9658,0.157,19,47430,0.399,,
FL,South,South Atlantic,Walton County,12131,012131,Region 16,1/1/2014,9002,0.203,4.6,4.4,0.09,0.227,0.267,7.77,0.268,0.379,0.183,0.337,234.8,51.1,0.237,43,32,62,89.85,0.77,0.65,0.74,0.55,0.056,0.284,,0.353,,398.51,97.9,12.62,0.239,0.208,0.808,0.377,57582,0.017,0.631,0.106,150.6,425.9,7.8,69,0.133,0.072,30.53,21.46,0.269,0.145,10746,0.154,43,40239,0.439,4.95,0.191
FL,South,South Atlantic,Walton County,12131,012131,Region 16,1/1/2015,7712,0.203,4.6,4.4,0.08,0.227,0.272,7.3,0.262,0.66,0.183,0.347,222.3,49.6,0.24,47,37,67,85.28,0.78,0.62,0.75,0.548,0.045,0.299,4.5,0.376,9.552,385.33,83.5,12.62,0.271,0.218,0.825,0.355,59807,0.015,0.631,0.106,150.6,372.1,8.2,70.2,0.142,0.072,26.84,19.47,0.278,0.133,10928,0.154,45,45357,0.495,4.1,
FL,South,South Atlantic,Washington County,12133,012133,Region 16,1/1/2014,10553,0.349,8.4,5.8,0.09,0.267,0.364,5.651,0.317,0.294,0.074,0.286,304.8,55.4,0.223,28,22,18,92.79,0.81,0.53,0.626,0.414,0.094,0.335,,0.351,,179.26,111.9,12.47,0.371,0.17,0.796,0.473,24892,0.004,0.846,0.134,521.9,519.1,,56.3,0.176,0.194,32.16,17.6,0.267,0.115,11243,0.174,76,36560,0.54,9.71,0.236
FL,South,South Atlantic,Washington County,12133,012133,Region 16,1/1/2015,10327,0.349,8.4,5.8,0.09,0.267,0.373,5.3,0.301,0.409,0.074,0.237,321.4,56.6,0.199,28,28,20,87.46,0.84,0.49,0.694,0.443,0.082,0.345,4.618,0.283,11.65,229.42,106.3,12.47,0.372,0.181,0.803,0.471,24624,0.002,0.846,0.141,521.9,507.4,,57.2,0.176,0.194,29.92,17.01,0.238,0.099,11208,0.174,73,35671,0.527,9.7,
GA,South,South Atlantic,Appling County,13001,013001,Region 15,1/1/2014,11116,0.239,6,4.5,0.11,0.278,0.343,6.938,0.324,0.144,,0.333,390.9,91.4,0.252,49,11,27,111.46,0.82,0.54,0.61,0.373,0.103,0.348,,0.351,,211.08,116.4,12.63,0,0.107,0.781,0.265,18368,0.013,0.714,0.14,105.3,549.1,11.4,90,0.182,0.058,40.56,,0.305,0.128,9763,0.242,71,35757,0.588,9.54,
GA,South,South Atlantic,Appling County,13001,013001,Region 15,1/1/2015,11232,0.239,6,4.5,0.1,0.278,0.347,6.8,0.293,0.338,,0.333,408.3,91.1,0.242,49,11,38,103.44,0.79,0.53,0.72,0.367,0.1,0.403,5.14,0.386,15.244,186.02,104.1,12.63,0,0.102,0.789,0.226,18440,0.014,0.714,0.151,105.3,525.6,,96.3,0.173,0.058,38.58,8.66,0.302,0.104,10563,0.242,76,36915,0.601,12.6,
GA,South,South Atlantic,Atkinson County,13003,013003,Region 24,1/1/2014,10394,0.296,6.3,,0.07,,0.308,5.773,0.301,0.001,,0.182,404.1,91.6,0.34,,12,,194.05,0.78,0.49,0.775,0.27,0.134,0.384,,0.354,,424.28,69.6,12.38,0,0.156,0.756,0.312,8284,0.076,1,0.11,256.5,523.5,,,0.214,0.109,38.09,,0.416,0.183,10290,,12,28693,0.674,,
GA,South,South Atlantic,Atkinson County,13003,013003,Region 24,1/1/2015,11413,0.296,6.3,,0.08,,0.342,5.5,0.317,0.353,,0.222,446.6,90.2,0.304,,12,,118.75,0.79,0.48,0.775,0.292,0.11,0.384,5.676,0.364,7.243,424.28,86.1,12.38,0,0.168,0.752,0.313,8290,0.079,1,0.113,256.5,548.8,,,0.206,0.109,35.98,,0.383,0.141,10454,,12,30883,0.743,,
GA,South,South Atlantic,Bacon County,13005,013005,Region 1,1/1/2014,10792,0.132,4.2,,0.1,,0.308,7.459,0.334,0.291,,0.333,455.2,91.6,0.267,45,26,9,136.3,0.83,0.55,0.775,0.336,0.098,0.338,,0.257,,,116.6,12.56,0,0.13,0.76,0.262,11198,0.012,0.693,0.111,374.2,528.7,,,0.172,0.027,43.59,,0.328,0.125,12040,,36,32460,0.529,,0.153
GA,South,South Atlantic,Bacon County,13005,013005,Region 1,1/1/2015,10997,0.132,4.2,,0.09,,0.318,7.3,0.321,0.607,,0.273,392.9,93.3,0.252,45,18,9,125.03,0.81,0.5,0.725,0.41,0.083,0.365,6.461,0.336,9.823,,102.5,12.56,0,0.115,0.761,0.249,11216,0.022,0.693,0.11,374.2,554.8,,,0.165,0.027,40.12,12.94,0.316,0.109,11745,,36,33781,0.569,,
GA,South,South Atlantic,Baker County,13007,013007,Insuff Data,1/1/2014,9015,,,,0.11,,0.326,1.882,0.294,0.058,,0.429,680.7,41.3,0.194,,0,,,0.6,0.59,,0.446,0.087,0.415,,0.708,,,,12.16,0,0.265,0.8,0.409,3366,0,1,0.144,1356.2,394.4,,,0.24,0.435,,,0.233,0.089,8970,,59,30042,0.798,,
GA,South,South Atlantic,Baker County,13007,013007,Insuff Data,1/1/2015,6913,,,,0.13,,0.319,1.3,0.292,0.058,,0.4,653.6,45.3,0.199,,0,,,0.83,,,0.462,0.078,0.432,6.506,0.566,5.942,224.5,,12.16,0,0.226,0.856,0.435,3341,0,1,0.144,1356.2,324.7,,,0.241,0.435,,,0.242,0.087,9011,,60,37135,0.804,,
GA,South,South Atlantic,Baldwin County,13009,013009,Region 24,1/1/2014,7889,0.29,5,4.7,0.11,0.241,0.32,5.379,0.292,0.419,0.148,0.172,709.2,32.3,0.191,70,35,79,64.65,0.87,0.64,0.68,0.485,0.12,0.367,,0.553,,633.4,49.5,12.94,0,0.187,0.797,0.225,46367,0.009,0.351,0.113,594.6,431.4,8.3,61.1,0.246,0.086,13.16,7.96,0.228,0.083,9866,0.216,56,35412,0.664,7.65,
GA,South,South Atlantic,Baldwin County,13009,013009,Region 24,1/1/2015,7898,0.29,5,4.7,0.11,0.241,0.318,5.1,0.292,0.703,0.148,0.207,582.3,30.3,0.188,60,39,124,65.05,0.84,0.66,0.63,0.494,0.112,0.402,6.365,0.545,8.842,504.63,43.2,12.94,0.262,0.193,0.823,0.227,46039,0.008,0.351,0.116,594.6,409.7,5.8,48.8,0.234,0.086,12.6,6.15,0.226,0.078,10444,0.216,63,35815,0.674,7,
GA,South,South Atlantic,Banks County,13011,013011,Region 24,1/1/2014,8052,0.16,3.9,,0.1,0.275,0.282,8.421,0.271,0.337,,0.2,87.7,49,0.244,11,5,,62.69,0.82,0.48,0.77,0.409,0.066,0.269,,0.25,,353.78,81.9,13.33,0,0.208,0.796,0.431,18316,0.017,0.938,0.108,271.7,402.2,,64.9,0.119,0.036,26.2,11.46,0.293,0.124,9091,,16,43102,0.572,,
GA,South,South Atlantic,Banks County,13011,013011,Region 24,1/1/2015,8927,0.16,3.9,,0.09,0.275,0.281,8.1,0.295,0.422,,0.238,196.5,45.5,0.233,11,5,,77.48,0.82,0.56,0.825,0.385,0.063,0.274,4.43,0.287,9.827,230.72,87.8,13.33,0,0.213,0.816,0.462,18415,0.015,0.938,0.113,271.7,404.3,,,0.125,0.036,27.04,16.7,0.284,0.107,10098,,22,42495,0.668,,
GA,South,South Atlantic,Barrow County,13013,013013,Region 24,1/1/2014,7971,0.178,3.6,4.3,0.08,0.261,0.322,7.906,0.307,0.614,0.154,0.127,283.2,46.4,0.226,26,20,9,82.82,0.87,0.63,0.64,0.531,0.084,0.204,,0.285,,460.83,76.9,13.27,0.003,0.153,0.829,0.538,70169,0.024,0.301,0.116,133.8,410.8,5.9,53.2,0.134,0.057,25.43,14.85,0.278,0.113,9934,0.155,13,49608,0.513,4.95,0.199
GA,South,South Atlantic,Barrow County,13013,013013,Region 24,1/1/2015,7728,0.178,3.6,4.3,0.08,0.261,0.329,7.7,0.308,0.623,0.154,0.255,306.4,45,0.215,24,22,17,78.42,0.88,0.57,0.68,0.545,0.074,0.205,3.548,0.27,7.411,482.16,70.9,13.27,0.096,0.164,0.847,0.547,71453,0.025,0.301,0.112,133.8,426,5.4,39.8,0.132,0.057,22.69,15.48,0.269,0.097,10151,0.155,17,54668,0.486,4.1,
GA,South,South Atlantic,Bartow County,13015,013015,Region 24,1/1/2014,8225,0.191,4.1,4.6,0.08,0.213,0.294,6.981,0.269,0.628,0.134,0.131,250.9,58.7,0.235,38,30,45,73.13,0.86,0.62,0.68,0.448,0.092,0.239,,0.312,,322.27,70.2,13.19,0.16,0.144,0.849,0.379,100661,0.023,0.352,0.114,189.5,430.8,6.3,51.4,0.15,0.116,19.09,13.23,0.292,0.103,10323,0.2,46,46693,0.506,3.61,0.187
